system:index,0_cover_000_01,0_cover_01,10_cover_090_03,11_cover_135_03,12_cover_180_03,13_cover_225_03,14_cover_270_03,15_cover_315_03,16_cover_000_05,17_cover_045_05,18_cover_090_05,19_cover_135_05,1_cover_03,1_cover_045_01,20_cover_180_05,21_cover_225_05,22_cover_270_05,23_cover_315_05,24_cover_000_10,25_cover_045_10,26_cover_090_10,27_cover_135_10,28_cover_180_10,29_cover_225_10,2_cover_05,2_cover_090_01,30_cover_270_10,31_cover_315_10,32_cover_000_30,33_cover_045_30,34_cover_090_30,35_cover_135_30,36_cover_180_30,37_cover_225_30,38_cover_270_30,39_cover_315_30,3_cover_10,3_cover_135_01,40_cover_000_50,41_cover_045_50,42_cover_090_50,43_cover_135_50,44_cover_180_50,45_cover_225_50,46_cover_270_50,47_cover_315_50,48_cover_000_100,49_cover_045_100,4_cover_180_01,4_cover_30,50_cover_090_100,51_cover_135_100,52_cover_180_100,53_cover_225_100,54_cover_270_100,55_cover_315_100,5_cover_225_01,5_cover_50,6_cover_100,6_cover_270_01,7_cover_315_01,8_cover_000_03,9_cover_045_03,aspect,b0,b10,b100,b200,b30,b60,ba2023,ca2023,ca2024,elevation,hillshade,idaliaMSW,mTPI,qmd2023,severity,slope,topoDiversity,tpi001,tpi003,tpi009,tpi027,tpi081,windSpeedClass,.geo
000000000000000005a6_0_0_0_0_0_0,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.1111111111111111,0.09090909090909091,0.0,0.0975609756097561,0.0,0.21951219512195122,0.3076923076923077,0.024390243902439025,0.024691358024691357,0.0,0.02631578947368421,0.17073170731707318,0.5228571428571429,0.14366197183098592,0.25142857142857145,0.4,0.3475783475783476,0.2535211267605634,0.14285714285714285,0.37183098591549296,0.10725552050473186,0.0,0.5979591836734693,0.37716615698267075,0.45408163265306123,0.2415902140672783,0.3037716615698267,0.3598369011213048,0.5785714285714286,0.654434250764526,0.6939347604485219,0.4867684478371501,0.0,0.30414746543778803,0.4367991845056065,0.3653944020356234,0.3304458598726115,0.3697201017811705,0.7237512742099899,0.656234096692112,0.0,0.4458891013384321,0.5078460705987204,1.0,0.0,0.0,0.0,90,85,85,72,71,78,71,6.394452,0.44272223,0.42432365,49,173,28.741888,1.8118387460821068,32.067425,0.04155784742852264,2,0.038751476,0.3999999999999986,0.724137931034484,1.2964426877470387,3.5050240279598057,3.1335890836692073,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41143341974366,31.227414748890062]}"
000000000000000005a7_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.034482758620689655,0.0,0.7,0.18181818181818182,0.1111111111111111,0.0,0.0,0.04878048780487805,0.2894736842105263,0.43902439024390244,0.46153846153846156,0.36585365853658536,0.20987654320987653,0.0,0.05263157894736842,0.0,0.14285714285714285,0.04225352112676056,0.44,0.35774647887323946,0.3162393162393162,0.4084507042253521,0.4828571428571429,0.36338028169014086,0.2082018927444795,0.0,0.6234693877551021,0.2599388379204893,0.3948979591836735,0.18654434250764526,0.4016309887869521,0.3873598369011213,0.5510204081632653,0.5871559633027523,0.691131498470948,0.4590330788804071,0.0,0.31903580290677064,0.4100407747196738,0.3330788804071247,0.35821656050955414,0.39185750636132316,0.7436289500509684,0.6903307888040713,0.0,0.4239643084767368,0.5096285450552249,0.0,0.0,0.0,0.0,90,84,83,73,70,80,75,3.7675428,0.32415298,0.33837438,46,177,28.741888,0.013063310822516883,26.861244,0,1,0.036411826,0.20000000000000284,-0.3793103448275872,-0.20553359683794525,0.35561380515508745,0.09454669062302656,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41358937642555,31.229301210986712]}"
000000000000000005a8_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.034482758620689655,0.0,0.7,0.18181818181818182,0.1111111111111111,0.0,0.0,0.04878048780487805,0.2894736842105263,0.43902439024390244,0.46153846153846156,0.36585365853658536,0.20987654320987653,0.0,0.05263157894736842,0.0,0.14285714285714285,0.04225352112676056,0.44,0.35774647887323946,0.3162393162393162,0.4084507042253521,0.4828571428571429,0.36338028169014086,0.2082018927444795,0.0,0.6234693877551021,0.2599388379204893,0.3948979591836735,0.18654434250764526,0.4016309887869521,0.3873598369011213,0.5510204081632653,0.5871559633027523,0.691131498470948,0.4590330788804071,0.0,0.31903580290677064,0.4100407747196738,0.3330788804071247,0.35821656050955414,0.39185750636132316,0.7436289500509684,0.6903307888040713,0.0,0.4239643084767368,0.5096285450552249,0.0,0.0,0.0,0.0,131,84,83,73,70,80,75,5.4089127,0.39258748,0.36471614,45,177,28.741888,-0.9036480499318031,31.118141,0.07099396115554102,1,0.036411826,-0.3999999999999986,-1.4137931034482776,-0.8814229249011873,-0.8077763215377871,-1.015247899771765,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41358937642555,31.229301210986712]}"
000000000000000005aa_0_0_0_0_0_0,1.0,0.8,0.6666666666666666,0.5,0.75,0.5,0.0,0.0,0.1111111111111111,0.09090909090909091,0.2222222222222222,0.5454545454545454,0.3793103448275862,0.0,0.7,0.5454545454545454,0.0,0.09090909090909091,0.02631578947368421,0.024390243902439025,0.2894736842105263,0.7073170731707317,0.5641025641025641,0.4146341463414634,0.2962962962962963,1.0,0.0,0.024390243902439025,0.3,0.4676056338028169,0.48,0.38028169014084506,0.42165242165242167,0.4140845070422535,0.03428571428571429,0.19718309859154928,0.2586750788643533,0.0,0.3173469387755102,0.5321100917431193,0.48775510204081635,0.2619775739041794,0.2089704383282365,0.3598369011213048,0.23061224489795917,0.6024464831804281,0.5891946992864424,0.5427480916030535,1.0,0.337114498404821,0.4920998980632008,0.4206106870229008,0.3103184713375796,0.3844783715012723,0.582059123343527,0.656997455470738,0.0,0.3751434034416826,0.4973103733647388,0.0,0.0,0.3333333333333333,0.25,322,86,85,74,69,81,76,9.179484,0.47206333,0.44514462,45,187,28.741888,0.3961633873521194,41.049667,0.05702351232971947,4,0.049546972,0.20000000000000284,1.1034482758620712,0.89328063241107,0.2844036697247674,-0.5003156412373144,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.40739100096512,31.227414748890062]}"
000000000000000005ab_0_0_0_0_0_0,1.0,0.4,0.0,0.0,0.25,0.5,0.3333333333333333,0.25,0.1111111111111111,0.0,0.0,0.0,0.20689655172413793,0.0,0.1,0.8181818181818182,0.4444444444444444,0.2727272727272727,0.2631578947368421,0.07317073170731707,0.0,0.0,0.1282051282051282,0.6585365853658537,0.2222222222222222,0.0,0.39473684210526316,0.34146341463414637,0.5085714285714286,0.5295774647887324,0.5742857142857143,0.6563380281690141,0.4843304843304843,0.4676056338028169,0.36857142857142855,0.48732394366197185,0.2334384858044164,0.0,0.47551020408163264,0.43017329255861364,0.8408163265306122,0.835881753312946,0.7675840978593272,0.4648318042813456,0.42653061224489797,0.4841997961264016,0.4859836901121305,0.644529262086514,0.5,0.5097483161999291,0.8488786952089704,0.9048346055979644,0.8985987261146496,0.5572519083969466,0.3527013251783894,0.45114503816793894,0.0,0.5906947100063735,0.6429958302829678,0.0,0.0,0.3333333333333333,0.0,0,81,80,70,67,75,72,2.2974453,0.2221266,0.21130742,44,180,28.741888,2.2727555418650014,17.001486,0.048707276155147805,1,0.078292295,-0.20000000000000284,0.6551724137931032,1.7944664031620547,4.192223678462213,4.9219152139076385,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.38448396122007,31.28158316052247]}"
000000000000000005ac_0_0_0_0_0_0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6363636363636364,1.0,1.0,0.8620689655172413,0.0,0.8,0.2727272727272727,0.3333333333333333,0.8181818181818182,0.7368421052631579,0.34146341463414637,0.7105263157894737,0.8048780487804879,0.23076923076923078,0.12195121951219512,0.7283950617283951,1.0,0.10526315789473684,0.5609756097560976,0.7457142857142857,0.3295774647887324,0.25142857142857145,0.38309859154929576,0.4131054131054131,0.24225352112676057,0.24285714285714285,0.6676056338028169,0.45110410094637227,0.0,0.7540816326530613,0.5953109072375128,0.3010204081632653,0.5586136595310908,0.399592252803262,0.399592252803262,0.610204081632653,0.7420998980632009,0.8086136595310908,0.6366412213740458,1.0,0.4094292803970223,0.605249745158002,0.5328244274809161,0.529171974522293,0.7758269720101781,0.719164118246687,0.805089058524173,0.0,0.5450605481198215,0.6765763758474711,1.0,0.0,1.0,1.0,229,81,80,68,68,74,70,5.68106,0.3469707,0.14756541,45,184,28.741888,-2.0985646411985415,37.186832,0.5747035513710441,1,0.06364578,-0.3999999999999986,-1.4827586206896584,-3.6561264822134376,-3.9440803844473535,-1.0098577186422588,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.48635291443922,31.32524128333068]}"
000000000000000005ad_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1111111111111111,0.09090909090909091,0.0,0.0,0.10344827586206896,0.0,0.0,0.18181818181818182,0.0,0.0,0.07894736842105263,0.07317073170731707,0.0,0.04878048780487805,0.02564102564102564,0.07317073170731707,0.04938271604938271,0.0,0.2894736842105263,0.07317073170731707,0.5942857142857143,0.2028169014084507,0.1,0.30985915492957744,0.28205128205128205,0.49014084507042255,0.7685714285714286,0.49859154929577465,0.08201892744479496,0.0,0.7857142857142857,0.3567787971457696,0.24897959183673468,0.3037716615698267,0.3516819571865443,0.4169215086646279,0.6112244897959184,0.581039755351682,0.7209480122324159,0.4707379134860051,0.0,0.4055299539170507,0.3718144750254842,0.34071246819338424,0.3118471337579618,0.4206106870229008,0.849388379204893,0.7020356234096692,0.0,0.4569789674952199,0.5234745519941433,0.0,0.0,0.3333333333333333,0.25,180,84,83,74,71,79,74,3.651209,0.31394038,0.34385407,50,180,28.741888,2.8670562475453307,24.316687,0,2,0.032483995,0.7999999999999972,2.655172413793103,3.608695652173914,3.473569244211447,3.797843927548193,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41574533310744,31.227414748890062]}"
000000000000000005ae_0_0_0_0_0_0,1.0,0.4,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.1111111111111111,0.09090909090909091,0.10344827586206896,0.0,0.0,0.0,0.0,0.36363636363636365,0.868421052631579,0.36585365853658536,0.18421052631578946,0.21951219512195122,0.2564102564102564,0.34146341463414637,0.13580246913580246,1.0,0.2631578947368421,0.7317073170731707,0.9114285714285715,0.6281690140845071,0.62,0.7183098591549296,0.8603988603988604,0.6084507042253521,0.3914285714285714,0.8309859154929577,0.4037854889589905,0.0,0.8673469387755102,0.5667686034658511,0.7030612244897959,0.8766564729867482,0.8705402650356778,0.72579001019368,0.5051020408163265,0.6279306829765545,0.8565239551478083,0.6804071246819339,0.0,0.696207018787664,0.8058103975535168,0.7885496183206107,0.9154140127388535,0.7145038167938931,0.6523955147808359,0.7302798982188295,0.0,0.7179094964945826,0.7679600216443326,0.0,0.0,0.3333333333333333,0.0,38,83,83,74,74,78,75,2.7801375,0.18903513,0.20487863,48,173,28.741888,0.9052651837336129,27.897387,0,4,0.06372619,-0.20000000000000284,0.275862068965516,-0.6047430830039531,0.6404543468763677,4.414752585830136,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.4448507483129,31.289667998079544]}"
000000000000000005af_0_0_0_0_0_0,1.0,0.4,0.0,0.0,0.25,0.5,0.3333333333333333,0.25,0.1111111111111111,0.0,0.0,0.0,0.20689655172413793,0.0,0.1,0.8181818181818182,0.4444444444444444,0.2727272727272727,0.2631578947368421,0.07317073170731707,0.0,0.0,0.1282051282051282,0.6585365853658537,0.2222222222222222,0.0,0.39473684210526316,0.34146341463414637,0.5085714285714286,0.5295774647887324,0.5742857142857143,0.6563380281690141,0.4843304843304843,0.4676056338028169,0.36857142857142855,0.48732394366197185,0.2334384858044164,0.0,0.47551020408163264,0.43017329255861364,0.8408163265306122,0.835881753312946,0.7675840978593272,0.4648318042813456,0.42653061224489797,0.4841997961264016,0.4859836901121305,0.644529262086514,0.5,0.5097483161999291,0.8488786952089704,0.9048346055979644,0.8985987261146496,0.5572519083969466,0.3527013251783894,0.45114503816793894,0.0,0.5906947100063735,0.6429958302829678,0.0,0.0,0.3333333333333333,0.0,90,81,80,70,67,75,72,1.5576721,0.15524653,0.1669584,43,177,28.741888,1.5545607443603529,15.681129,0,1,0.078292295,-0.6000000000000014,-0.4137931034482776,1.2292490118577106,3.567059851463519,3.9902879619288143,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.38448396122007,31.28158316052247]}"
000000000000000005b0_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.034482758620689655,0.0,0.7,0.18181818181818182,0.1111111111111111,0.0,0.0,0.04878048780487805,0.2894736842105263,0.43902439024390244,0.46153846153846156,0.36585365853658536,0.20987654320987653,0.0,0.05263157894736842,0.0,0.14285714285714285,0.04225352112676056,0.44,0.35774647887323946,0.3162393162393162,0.4084507042253521,0.4828571428571429,0.36338028169014086,0.2082018927444795,0.0,0.6234693877551021,0.2599388379204893,0.3948979591836735,0.18654434250764526,0.4016309887869521,0.3873598369011213,0.5510204081632653,0.5871559633027523,0.691131498470948,0.4590330788804071,0.0,0.31903580290677064,0.4100407747196738,0.3330788804071247,0.35821656050955414,0.39185750636132316,0.7436289500509684,0.6903307888040713,0.0,0.4239643084767368,0.5096285450552249,0.0,0.0,0.0,0.0,270,84,83,73,70,80,75,4.7488265,0.37826243,0.31698722,46,184,28.741888,0.12058515113609758,29.405672,0.16199127649886969,1,0.036411826,-0.20000000000000284,0.17241379310344485,-0.04743083003952364,0.51550895587593,0.1624338367406395,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41358937642555,31.229301210986712]}"
000000000000000005b1_0_0_0_0_0_0,0.0,0.2,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.36363636363636365,0.1724137931034483,0.0,0.3,0.09090909090909091,0.0,0.0,0.5263157894736842,0.4878048780487805,0.21052631578947367,0.17073170731707318,0.46153846153846156,0.21951219512195122,0.14814814814814814,0.0,0.07894736842105263,0.5365853658536586,0.8314285714285714,0.5521126760563381,0.8057142857142857,0.7661971830985915,0.8888888888888888,0.6816901408450704,0.41714285714285715,0.895774647887324,0.33753943217665616,0.0,0.7428571428571429,0.4831804281345566,0.8010204081632653,0.8593272171253823,0.9133537206931702,0.744138634046891,0.40816326530612246,0.7787971457696228,0.8226299694189603,0.6679389312977099,0.5,0.7298830202056008,0.8228848114169215,0.7465648854961832,0.9393630573248407,0.7292620865139949,0.6605504587155964,0.7575063613231552,0.0,0.7163798597833014,0.7683101505554317,0.0,0.0,0.0,0.0,270,83,82,74,73,77,73,6.6307015,0.4383976,0.50348127,46,187,28.741888,-0.3987519579182077,35.286922,0,2,0.053466048,0.0,-0.3103448275862064,-1.4505928853754924,-2.436871996505026,2.204049919875686,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.44269479163103,31.289667998079544]}"
000000000000000005b2_0_0_0_0_0_0,1.0,0.4,0.0,0.0,0.25,0.75,1.0,0.75,0.1111111111111111,0.45454545454545453,0.5555555555555556,0.6363636363636364,0.4482758620689655,0.0,0.7,0.9090909090909091,1.0,0.36363636363636365,0.10526315789473684,0.4878048780487805,0.7368421052631579,0.8292682926829268,0.6153846153846154,0.6585365853658537,0.5925925925925926,0.0,0.7105263157894737,0.12195121951219512,0.6542857142857142,0.5943661971830986,0.6228571428571429,0.30704225352112674,0.28774928774928776,0.14929577464788732,0.4742857142857143,0.7859154929577464,0.5331230283911672,0.0,0.613265306122449,0.31702344546381245,0.5040816326530613,0.273190621814475,0.37104994903160043,0.26299694189602446,0.6183673469387755,0.8012232415902141,0.41284403669724773,0.33129770992366414,0.0,0.4842254519673875,0.4332313965341488,0.46208651399491096,0.4028025477707006,0.5582697201017812,0.7703873598369011,0.7620865139949109,0.0,0.4701083492670491,0.5166311232772066,1.0,0.0,0.3333333333333333,0.5,117,79,78,70,69,77,72,7.598057,0.36889926,0.24986683,46,163,28.741888,-0.3534371028333723,40.02459,0.3226691996133526,6,0.045170907,-0.3999999999999986,-1.2413793103448256,-0.023715415019765373,-0.7055482743556141,0.6034574855533421,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.40523504428323,31.27322882838016]}"
000000000000000005b3_0_0_0_0_0_0,0.0,0.6,0.6666666666666666,0.5,0.25,0.5,0.6666666666666666,0.5,0.0,0.5454545454545454,0.8888888888888888,0.6363636363636364,0.41379310344827586,0.0,0.1,0.5454545454545454,0.4444444444444444,0.6363636363636364,0.39473684210526316,0.8048780487804879,0.9736842105263158,0.8780487804878049,0.48717948717948717,0.4634146341463415,0.48148148148148145,1.0,0.2631578947368421,0.5853658536585366,0.6942857142857143,0.3211267605633803,0.5514285714285714,0.39154929577464787,0.43304843304843305,0.4507042253521127,0.4542857142857143,0.6507042253521127,0.6088328075709779,0.0,0.5826530612244898,0.26809378185524974,0.4969387755102041,0.381243628950051,0.25076452599388377,0.24260958205912334,0.6581632653061225,0.6523955147808359,0.33741080530071355,0.36768447837150126,0.5,0.4930875576036866,0.42660550458715596,0.46208651399491096,0.4010191082802548,0.4447837150127226,0.8149847094801224,0.6465648854961832,0.0,0.44155513065646906,0.48763408345800047,1.0,0.0,0.0,0.25,270,82,83,71,68,79,75,6.2667255,0.44507974,0.45386294,43,191,28.741888,-2.6772321379214077,32.40689,0,3,0.05489237,-1.0,-2.4827586206896584,-3.3399209486166015,-4.279161205766712,-2.2843199145340662,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.40307908760136,31.271072871698273]}"
000000000000000005b5_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.1111111111111111,0.09090909090909091,0.0,0.0,0.10344827586206896,0.0,0.0,0.18181818181818182,0.0,0.0,0.07894736842105263,0.07317073170731707,0.0,0.04878048780487805,0.02564102564102564,0.07317073170731707,0.04938271604938271,0.0,0.2894736842105263,0.07317073170731707,0.5942857142857143,0.2028169014084507,0.1,0.30985915492957744,0.28205128205128205,0.49014084507042255,0.7685714285714286,0.49859154929577465,0.08201892744479496,0.0,0.7857142857142857,0.3567787971457696,0.24897959183673468,0.3037716615698267,0.3516819571865443,0.4169215086646279,0.6112244897959184,0.581039755351682,0.7209480122324159,0.4707379134860051,0.0,0.4055299539170507,0.3718144750254842,0.34071246819338424,0.3118471337579618,0.4206106870229008,0.849388379204893,0.7020356234096692,0.0,0.4569789674952199,0.5234745519941433,0.0,0.0,0.3333333333333333,0.25,180,84,83,74,71,79,74,3.0314848,0.25654793,0.3189251,46,180,28.741888,-0.5683525347496016,24.985035,0,1,0.032483995,-0.6000000000000014,-1.5862068965517224,-0.249011857707508,-0.2551332459589375,-0.1514106735298384,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41574533310744,31.227414748890062]}"
000000000000000005b6_0_0_0_0_0_0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.8181818181818182,0.9310344827586207,0.0,0.7,1.0,1.0,1.0,0.3684210526315789,0.8292682926829268,0.9736842105263158,0.6341463414634146,0.2564102564102564,0.6341463414634146,0.9135802469135802,1.0,0.6842105263157895,0.6341463414634146,0.48,0.9352112676056338,0.6914285714285714,0.4253521126760563,0.24786324786324787,0.28450704225352114,0.36,0.2028169014084507,0.6277602523659306,0.0,0.29285714285714287,0.8613659531090724,0.5459183673469388,0.345565749235474,0.46992864424057085,0.2619775739041794,0.28061224489795916,0.09378185524974515,0.6067787971457697,0.572264631043257,1.0,0.4533853243530663,0.6732925586136596,0.6094147582697201,0.43719745222929934,0.36895674300254455,0.5581039755351682,0.22569974554707378,0.0,0.3940089228808158,0.5064137250533151,1.0,0.0,0.6666666666666666,1.0,67,84,82,73,72,79,74,10.7116,0.53663546,0.62528956,43,173,28.741888,0.13034067380638703,53.655003,0,2,0.059829045,0.20000000000000284,0.3448275862068968,-0.3241106719367579,-0.03800786369593823,0.46899431845773165,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.38852637999861,31.260562582874073]}"
000000000000000005b7_0_0_0_0_0_0,0.0,0.2,0.3333333333333333,0.25,0.25,0.5,0.0,1.0,0.7777777777777778,0.45454545454545453,0.2222222222222222,0.18181818181818182,0.5172413793103449,0.0,0.4,0.2727272727272727,0.3333333333333333,0.5454545454545454,0.5263157894736842,0.12195121951219512,0.3684210526315789,0.1951219512195122,0.3333333333333333,0.5121951219512195,0.3950617283950617,1.0,0.5526315789473685,0.24390243902439024,0.6828571428571428,0.543661971830986,0.4257142857142857,0.4169014084507042,0.6296296296296297,0.8422535211267606,0.74,0.7605633802816901,0.35331230283911674,0.0,0.8826530612244898,0.5259938837920489,0.5846938775510204,0.7217125382262997,0.6065239551478083,0.7166156982670744,0.7357142857142858,0.9041794087665648,0.898572884811417,0.7374045801526717,0.0,0.630272952853598,0.5129969418960245,0.8094147582697201,0.7974522292993631,0.5931297709923664,0.4757900101936799,0.8829516539440203,0.0,0.7097514340344169,0.7134990610179203,0.0,0.0,0.6666666666666666,1.0,0,86,85,75,74,82,76,4.2618484,0.30785996,0.2815822,48,180,28.741888,0.30235805960721934,26.293777,0.08535618262264733,2,0.03684902,0.3999999999999986,0.5862068965517224,-0.537549407114625,0.8632590650939278,0.1998737435050728,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.45104912377333,31.246009875271337]}"
000000000000000005b8_0_0_0_0_0_0,0.0,0.0,0.3333333333333333,0.25,0.0,0.25,0.3333333333333333,0.25,0.7777777777777778,0.5454545454545454,0.5555555555555556,0.09090909090909091,0.3103448275862069,0.0,0.0,0.18181818181818182,0.1111111111111111,0.45454545454545453,0.5263157894736842,0.7560975609756098,0.8421052631578947,0.6585365853658537,0.23076923076923078,0.1951219512195122,0.3333333333333333,0.0,0.15789473684210525,0.4146341463414634,0.7457142857142857,0.5154929577464789,0.94,0.9014084507042254,0.7977207977207977,0.7690140845070422,0.4085714285714286,0.847887323943662,0.47318611987381703,0.0,0.6234693877551021,0.45158002038735984,0.9132653061224489,0.8797145769622834,0.8644240570846076,0.8022426095820592,0.4061224489795918,0.8807339449541285,0.7767584097859327,0.6928753180661578,0.0,0.7408720311946119,0.7912844036697247,0.7300254452926208,0.914140127388535,0.7534351145038168,0.6732925586136596,0.778880407124682,0.0,0.7277246653919694,0.7638221345131616,0.0,0.0,0.6666666666666666,0.5,49,82,82,71,72,76,72,6.6724916,0.4419972,0.38174334,42,177,28.741888,-3.4228592018177055,36.467075,0.13632181048232528,1,0.058920186,-0.3999999999999986,-2.068965517241381,-5.466403162055336,-7.043687199650499,-2.1352401301413124,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.44053883494914,31.289667998079544]}"
000000000000000005ba_0_0_0_0_0_0,1.0,0.4,0.0,0.0,0.25,0.5,0.3333333333333333,0.25,0.1111111111111111,0.0,0.0,0.0,0.20689655172413793,0.0,0.1,0.8181818181818182,0.4444444444444444,0.2727272727272727,0.2631578947368421,0.07317073170731707,0.0,0.0,0.1282051282051282,0.6585365853658537,0.2222222222222222,0.0,0.39473684210526316,0.34146341463414637,0.5085714285714286,0.5295774647887324,0.5742857142857143,0.6563380281690141,0.4843304843304843,0.4676056338028169,0.36857142857142855,0.48732394366197185,0.2334384858044164,0.0,0.47551020408163264,0.43017329255861364,0.8408163265306122,0.835881753312946,0.7675840978593272,0.4648318042813456,0.42653061224489797,0.4841997961264016,0.4859836901121305,0.644529262086514,0.5,0.5097483161999291,0.8488786952089704,0.9048346055979644,0.8985987261146496,0.5572519083969466,0.3527013251783894,0.45114503816793894,0.0,0.5906947100063735,0.6429958302829678,0.0,0.0,0.3333333333333333,0.0,49,81,80,70,67,75,72,9.490446,0.5329698,0.59321195,45,173,28.741888,1.795910256202444,47.483875,0,3,0.078292295,-0.3999999999999986,-0.3448275862068968,0.711462450592883,3.5015290519877666,5.511387364638466,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.38448396122007,31.28158316052247]}"
000000000000000005bb_0_0_0_0_0_0,0.0,0.4,0.3333333333333333,0.25,0.25,0.75,0.3333333333333333,0.25,0.3333333333333333,0.2727272727272727,0.2222222222222222,0.09090909090909091,0.27586206896551724,0.0,0.1,0.7272727272727273,0.1111111111111111,0.09090909090909091,0.8157894736842105,0.8048780487804879,0.42105263157894735,0.024390243902439025,0.1794871794871795,0.3902439024390244,0.24691358024691357,1.0,0.10526315789473684,0.34146341463414637,0.47714285714285715,0.38591549295774646,0.6542857142857142,0.48169014084507045,0.2621082621082621,0.323943661971831,0.46,0.43380281690140843,0.38485804416403785,0.0,0.413265306122449,0.44852191641182465,0.8214285714285714,0.7849133537206932,0.6279306829765545,0.44852191641182465,0.42857142857142855,0.4943934760448522,0.5109582059123343,0.6404580152671756,0.5,0.434597660404112,0.8470948012232415,0.8936386768447837,0.8670063694267516,0.5407124681933843,0.35601427115188583,0.4287531806615776,0.0,0.5584448693435309,0.635579463347869,0.0,0.0,0.0,0.0,187,78,78,67,64,75,69,2.0785046,0.1747795,0.28974834,39,184,28.741888,-0.9986225959930721,19.982855,0,9,0.081108086,-0.6000000000000014,-0.17241379310344485,-1.5573122529644294,-2.3591087811271265,-0.3042781527703582,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.38448396122007,31.279427203840584]}"
000000000000000005bc_0_0_0_0_0_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.5121951219512195,0.13157894736842105,0.04878048780487805,0.0,0.0,0.012345679012345678,0.0,0.05263157894736842,0.4634146341463415,0.9257142857142857,0.6112676056338028,0.15428571428571428,0.1323943661971831,0.17094017094017094,0.22816901408450704,0.5571428571428572,0.8591549295774648,0.24921135646687698,0.0,0.8704081632653061,0.5321100917431193,0.4193877551020408,0.3200815494393476,0.2742099898063201,0.5066258919469928,0.6204081632653061,0.7533129459734964,0.7043832823649337,0.49720101781170484,0.0,0.45480326125487414,0.47910295616717635,0.3282442748091603,0.24254777070063693,0.4763358778625954,0.8348623853211009,0.6661577608142494,0.0,0.537029955385596,0.5285673361555846,0.0,0.0,0.0,0.0,330,85,84,74,72,79,73,1.7155209,0.17939189,0.27185717,48,184,28.741888,0.7531438880805922,19.442764,0,2,0.029214336,0.20000000000000284,0.275862068965516,-0.11067193675889087,1.612494539100041,1.788034769096292,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.41358937642555,31.22310283552629]}"
